transactionId|custId|transactionDate|productSold|unitsSold
20110225-0023698|0023698|2011-02-25|PURA500|95
20110225-0023737|0023737|2011-02-25|SUPA104|18
20110227-0023550|0023550|2011-02-27|PURA100|146
20110227-0023550|0023550|2011-02-27|PURA500|148
20110227-0023824|0023824|2011-02-27|PURA100|126
20110228-0023294|0023294|2011-02-28|DETA100|185
20110228-0023484|0023484|2011-02-28|DETA200|54
20110228-0023484|0023484|2011-02-28|PURA200|58
20110228-0023484|0023484|2011-02-28|SUPA101|56
20110228-0024251|0024251|2011-02-28|PURA500|18
20110301-0023725|0023725|2011-03-01|DETA200|42
20110301-0023725|0023725|2011-03-01|PURA200|38
20110301-0023725|0023725|2011-03-01|SUPA101|40
20110301-0024041|0024041|2011-03-01|PURA500|45
20110301-0024041|0024041|2011-03-01|SUPA104|38
20110301-0024041|0024041|2011-03-01|SUPA105|36
20110302-0023582|0023582|2011-03-02|PURA100|175
20110302-0023582|0023582|2011-03-02|PURA250|181
20110302-0023582|0023582|2011-03-02|SUPA101|152
20110302-0024251|0024251|2011-03-02|DETA100|15
20110302-0024251|0024251|2011-03-02|DETA800|16
20110303-0023431|0023431|2011-03-03|PURA100|9
20110303-0023431|0023431|2011-03-03|PURA250|9
20110303-0023906|0023906|2011-03-03|PURA200|175
20110303-0023906|0023906|2011-03-03|SUPA103|122
20110303-0023906|0023906|2011-03-03|SUPA104|162
20110304-0023385|0023385|2011-03-04|DETA100|50
20110305-0023896|0023896|2011-03-05|DETA200|4
20110305-0023896|0023896|2011-03-05|PURA100|3
20110305-0023896|0023896|2011-03-05|PURA500|3
20110306-0023431|0023431|2011-03-06|SUPA101|9
20110306-0023980|0023980|2011-03-06|PURA100|65
20110306-0023980|0023980|2011-03-06|SUPA101|65
20110308-0023631|0023631|2011-03-08|DETA200|65
20110308-0023631|0023631|2011-03-08|PURA100|75
20110308-0023631|0023631|2011-03-08|PURA500|64
20110308-0023811|0023811|2011-03-08|PURA250|108
20110308-0023811|0023811|2011-03-08|SUPA101|121
20110308-0023811|0023811|2011-03-08|SUPA104|113
20110310-0023550|0023550|2011-03-10|PURA250|161
20110310-0023550|0023550|2011-03-10|PURA500|160
20110310-0023550|0023550|2011-03-10|SUPA104|134
20110312-0023485|0023485|2011-03-12|PURA100|43
20110312-0023824|0023824|2011-03-12|DETA200|119
20110312-0023824|0023824|2011-03-12|PURA250|138
20110313-0023572|0023572|2011-03-13|DETA200|82
20110314-0023382|0023382|2011-03-14|PURA100|19
20110314-0023500|0023500|2011-03-14|DETA800|9
20110314-0023500|0023500|2011-03-14|PURA500|10
20110314-0023719|0023719|2011-03-14|PURA500|216
20110314-0023725|0023725|2011-03-14|PURA500|44
20110315-0023429|0023429|2011-03-15|DETA800|131
20110315-0023429|0023429|2011-03-15|DETA800|131
20110315-0023429|0023429|2011-03-15|DETA800|131
20110315-0023429|0023429|2011-03-15|PURA100|175
20110315-0023429|0023429|2011-03-15|SUPA101|140
20110315-0023442|0023442|2011-03-15|PURA100|127
20110315-0023586|0023586|2011-03-15|SUPA103|190
20110315-0024069|0024069|2011-03-15|PURA100|161
20110315-0024089|0024089|2011-03-15|PURA100|158
20110316-0023403|0023403|2011-03-16|PURA200|44
20110316-0023403|0023403|2011-03-16|SUPA103|46
20110316-0023403|0023403|2011-03-16|SUPA104|50
20110316-0023542|0023542|2011-03-16|PURA200|132
20110316-0023542|0023542|2011-03-16|PURA250|94
20110316-0023542|0023542|2011-03-16|PURA500|120
20110316-0023976|0023976|2011-03-16|PURA500|72
20110316-0023976|0023976|2011-03-16|SUPA102|68
20110317-0023848|0023848|2011-03-17|PURA100|82
20110317-0023868|0023868|2011-03-17|SUPA101|159
20110317-0023868|0023868|2011-03-17|SUPA105|141
20110317-0024114|0024114|2011-03-17|DETA200|213
20110318-0023370|0023370|2011-03-18|DETA200|71
20110318-0023370|0023370|2011-03-18|PURA100|72
20110318-0023370|0023370|2011-03-18|PURA250|73
20110318-0023382|0023382|2011-03-18|PURA250|16
20110318-0023485|0023485|2011-03-18|PURA100|51
20110318-0024217|0024217|2011-03-18|PURA250|201
20110318-0024217|0024217|2011-03-18|SUPA102|164
20110318-0024217|0024217|2011-03-18|SUPA104|170
20110319-0023370|0023370|2011-03-19|SUPA101|76
20110319-0023370|0023370|2011-03-19|SUPA104|67
20110319-0023370|0023370|2011-03-19|SUPA104|67
20110319-0023370|0023370|2011-03-19|SUPA104|67
20110319-0023370|0023370|2011-03-19|SUPA105|62
20110319-0023572|0023572|2011-03-19|PURA100|98
20110319-0023572|0023572|2011-03-19|PURA250|89
20110319-0023631|0023631|2011-03-19|PURA250|77
20110319-0024224|0024224|2011-03-19|SUPA101|206
20110320-0023485|0023485|2011-03-20|PURA500|41
20110320-0023748|0023748|2011-03-20|PURA100|19
20110320-0023748|0023748|2011-03-20|SUPA101|18
20110321-0023852|0023852|2011-03-21|DETA200|180
20110321-0023852|0023852|2011-03-21|DETA800|132
20110321-0023852|0023852|2011-03-21|PURA200|142
20110321-0023896|0023896|2011-03-21|SUPA105|3
20110321-0023953|0023953|2011-03-21|SUPA101|181
20110321-0023953|0023953|2011-03-21|SUPA104|139
20110322-0024042|0024042|2011-03-22|DETA200|38
20110322-0024042|0024042|2011-03-22|PURA250|39
20110322-0024042|0024042|2011-03-22|PURA250|39
20110322-0024042|0024042|2011-03-22|PURA250|39
20110322-0024093|0024093|2011-03-22|PURA100|71
20110322-0024093|0024093|2011-03-22|SUPA103|57
20110322-0024093|0024093|2011-03-22|SUPA105|54
20110322-0024199|0024199|2011-03-22|DETA100|143
20110322-0024199|0024199|2011-03-22|DETA200|148
20110323-0023382|0023382|2011-03-23|PURA500|16
20110323-0023896|0023896|2011-03-23|SUPA101|4
20110324-0023532|0023532|2011-03-24|PURA100|187
20110324-0023532|0023532|2011-03-24|PURA500|191
20110324-0023532|0023532|2011-03-24|SUPA102|151
20110325-0023550|0023550|2011-03-25|PURA100|141
20110325-0023550|0023550|2011-03-25|PURA250|127
20110325-0023550|0023550|2011-03-25|PURA500|151
20110325-0023719|0023719|2011-03-25|PURA250|226
20110325-0023719|0023719|2011-03-25|PURA500|240
20110325-0023811|0023811|2011-03-25|PURA100|117
20110325-0023844|0023844|2011-03-25|SUPA102|157
20110325-0023844|0023844|2011-03-25|SUPA104|170
20110325-0023879|0023879|2011-03-25|DETA200|10
20110325-0023879|0023879|2011-03-25|PURA250|9
20110325-0023879|0023879|2011-03-25|PURA500|11
20110326-0023294|0023294|2011-03-26|DETA100|175
20110326-0023294|0023294|2011-03-26|DETA200|162
20110326-0023294|0023294|2011-03-26|SUPA101|153
20110326-0023429|0023429|2011-03-26|DETA800|116
20110326-0023429|0023429|2011-03-26|PURA100|114
20110326-0023429|0023429|2011-03-26|SUPA101|135
20110327-0023289|0023289|2011-03-27|PURA100|204
20110327-0023289|0023289|2011-03-27|SUPA103|172
20110327-0023296|0023296|2011-03-27|PURA100|43
20110327-0023402|0023402|2011-03-27|DETA100|64
20110327-0023402|0023402|2011-03-27|DETA800|65
20110327-0023402|0023402|2011-03-27|SUPA102|59
20110327-0024071|0024071|2011-03-27|DETA100|41
20110327-0024071|0024071|2011-03-27|PURA250|35
20110327-0024071|0024071|2011-03-27|PURA500|50
20110328-0023586|0023586|2011-03-28|PURA250|204
20110328-0023586|0023586|2011-03-28|PURA250|204
20110328-0023586|0023586|2011-03-28|PURA250|204
20110328-0023586|0023586|2011-03-28|SUPA101|212
20110328-0024003|0024003|2011-03-28|DETA100|62
20110328-0024003|0024003|2011-03-28|PURA100|68
20110328-0024087|0024087|2011-03-28|SUPA104|48
20110329-0023485|0023485|2011-03-29|DETA800|40
20110329-0023485|0023485|2011-03-29|PURA100|39
20110329-0023485|0023485|2011-03-29|SUPA101|43
20110329-0023811|0023811|2011-03-29|PURA100|125
20110329-0023811|0023811|2011-03-29|PURA250|127
20110330-0024199|0024199|2011-03-30|DETA800|205
20110330-0024199|0024199|2011-03-30|SUPA105|178
20110331-0023748|0023748|2011-03-31|PURA500|29
20110331-0023748|0023748|2011-03-31|SUPA101|22
20110331-0023871|0023871|2011-03-31|DETA100|169
20110331-0023871|0023871|2011-03-31|PURA100|138
20110331-0023871|0023871|2011-03-31|PURA200|122
20110401-0023532|0023532|2011-04-01|PURA100|151
20110401-0023532|0023532|2011-04-01|SUPA101|120
20110401-0023532|0023532|2011-04-01|SUPA104|132
20110401-0023631|0023631|2011-04-01|PURA100|80
20110401-0023631|0023631|2011-04-01|PURA500|68
20110401-0023631|0023631|2011-04-01|SUPA105|65
20110401-0024116|0024116|2011-04-01|PURA250|187
20110402-0023296|0023296|2011-04-02|DETA100|35
20110402-0023296|0023296|2011-04-02|DETA100|35
20110402-0023296|0023296|2011-04-02|SUPA101|43
20110402-0023296|0023296|2011-04-02|SUPA104|35
20110402-0023324|0023324|2011-04-02|PURA100|211
20110402-0023324|0023324|2011-04-02|PURA500|260
20110402-0023324|0023324|2011-04-02|SUPA105|194
20110402-0023572|0023572|2011-04-02|SUPA101|74
20110402-0023572|0023572|2011-04-02|SUPA102|55
20110402-0023572|0023572|2011-04-02|SUPA103|72
20110403-0023289|0023289|2011-04-03|PURA100|206
20110403-0023289|0023289|2011-04-03|PURA500|198
20110403-0023426|0023426|2011-04-03|PURA100|197
20110403-0023586|0023586|2011-04-03|PURA100|155
20110403-0023586|0023586|2011-04-03|PURA500|187
20110403-0023586|0023586|2011-04-03|SUPA105|172
20110403-0023793|0023793|2011-04-03|SUPA101|15
20110403-0023824|0023824|2011-04-03|PURA100|138
20110403-0023824|0023824|2011-04-03|PURA250|143
20110403-0023824|0023824|2011-04-03|SUPA104|131
20110404-0024253|0024253|2011-04-04|PURA250|85
20110404-0024253|0024253|2011-04-04|SUPA101|95
20110405-0023542|0023542|2011-04-05|DETA800|129
20110405-0023542|0023542|2011-04-05|PURA200|131
20110405-0023734|0023734|2011-04-05|PURA100|111
20110405-0023734|0023734|2011-04-05|PURA250|92
20110405-0023734|0023734|2011-04-05|SUPA103|92
20110405-0024173|0024173|2011-04-05|PURA100|153
20110405-0024173|0024173|2011-04-05|SUPA101|170
20110406-0023294|0023294|2011-04-06|DETA100|171
20110406-0023294|0023294|2011-04-06|PURA100|179
20110406-0023294|0023294|2011-04-06|SUPA101|173
20110406-0023380|0023380|2011-04-06|SUPA103|97
20110406-0023442|0023442|2011-04-06|PURA500|123
20110406-0023442|0023442|2011-04-06|SUPA104|98
20110406-0023550|0023550|2011-04-06|PURA250|144
20110406-0023550|0023550|2011-04-06|SUPA101|149
20110406-0023587|0023587|2011-04-06|DETA200|122
20110406-0023587|0023587|2011-04-06|SUPA104|100
20110406-0023587|0023587|2011-04-06|SUPA105|92
20110406-0023955|0023955|2011-04-06|SUPA104|29
20110406-0024071|0024071|2011-04-06|PURA100|44
20110406-0024071|0024071|2011-04-06|SUPA103|41
20110406-0024253|0024253|2011-04-06|DETA800|75
20110407-0023356|0023356|2011-04-07|DETA100|81
20110407-0023356|0023356|2011-04-07|PURA500|86
20110407-0023542|0023542|2011-04-07|PURA100|142
20110407-0023542|0023542|2011-04-07|SUPA101|146
20110407-0023719|0023719|2011-04-07|DETA200|205
20110407-0023719|0023719|2011-04-07|PURA200|198
20110407-0023719|0023719|2011-04-07|SUPA101|207
20110407-0023896|0023896|2011-04-07|PURA100|4
20110407-0023896|0023896|2011-04-07|PURA200|4
20110407-0023896|0023896|2011-04-07|PURA500|4
20110408-0023449|0023449|2011-04-08|PURA500|57
20110408-0023586|0023586|2011-04-08|DETA800|183
20110408-0023586|0023586|2011-04-08|PURA100|217
20110408-0023586|0023586|2011-04-08|SUPA103|179
20110408-0023953|0023953|2011-04-08|DETA200|179
20110408-0023953|0023953|2011-04-08|PURA500|201
20110408-0023953|0023953|2011-04-08|SUPA101|186
20110409-0023339|0023339|2011-04-09|PURA100|51
20110409-0023339|0023339|2011-04-09|PURA250|46
20110409-0023370|0023370|2011-04-09|PURA100|71
20110409-0023426|0023426|2011-04-09|PURA100|232
20110409-0024003|0024003|2011-04-09|DETA100|49
20110409-0024003|0024003|2011-04-09|SUPA101|67
20110410-0023339|0023339|2011-04-10|SUPA101|46
20110410-0023339|0023339|2011-04-10|SUPA104|44
20110410-0023356|0023356|2011-04-10|DETA100|66
20110410-0023380|0023380|2011-04-10|DETA800|83
20110410-0023380|0023380|2011-04-10|SUPA101|72
20110410-0023380|0023380|2011-04-10|SUPA102|77
20110410-0023517|0023517|2011-04-10|SUPA101|140
20110410-0023517|0023517|2011-04-10|SUPA103|107
20110410-0023517|0023517|2011-04-10|SUPA105|140
20110410-0023586|0023586|2011-04-10|PURA100|232
20110410-0023586|0023586|2011-04-10|PURA500|168
20110410-0023586|0023586|2011-04-10|SUPA104|190
20110410-0024044|0024044|2011-04-10|PURA200|86
20110410-0024044|0024044|2011-04-10|SUPA101|84
20110410-0024044|0024044|2011-04-10|SUPA103|78
20110411-0023542|0023542|2011-04-11|PURA100|124
20110411-0023542|0023542|2011-04-11|PURA250|130
20110411-0023680|0023680|2011-04-11|DETA200|166
20110411-0023680|0023680|2011-04-11|PURA200|152
20110411-0023680|0023680|2011-04-11|SUPA103|155
20110411-0023811|0023811|2011-04-11|PURA100|118
20110411-0024083|0024083|2011-04-11|PURA500|144
20110411-0024083|0024083|2011-04-11|SUPA101|148
20110412-0023641|0023641|2011-04-12|DETA100|13
20110412-0023641|0023641|2011-04-12|SUPA104|12
20110412-0023748|0023748|2011-04-12|PURA100|32
20110412-0023748|0023748|2011-04-12|PURA500|28
20110412-0023748|0023748|2011-04-12|SUPA101|26
20110412-0024089|0024089|2011-04-12|SUPA102|107
20110412-0024089|0024089|2011-04-12|SUPA104|125
20110412-0024114|0024114|2011-04-12|DETA200|194
20110412-0024114|0024114|2011-04-12|SUPA101|208
20110412-0024114|0024114|2011-04-12|SUPA104|190
20110412-0024131|0024131|2011-04-12|DETA100|213
20110412-0024131|0024131|2011-04-12|PURA500|194
20110412-0024131|0024131|2011-04-12|SUPA104|190
20110413-0023356|0023356|2011-04-13|PURA100|104
20110413-0023500|0023500|2011-04-13|SUPA101|8
20110413-0023500|0023500|2011-04-13|SUPA105|8
20110413-0023572|0023572|2011-04-13|PURA100|76
20110413-0023748|0023748|2011-04-13|PURA100|31
20110413-0023748|0023748|2011-04-13|SUPA101|27
20110413-0023896|0023896|2011-04-13|PURA500|4
20110413-0023980|0023980|2011-04-13|PURA100|65
20110414-0023618|0023618|2011-04-14|PURA200|120
20110414-0023618|0023618|2011-04-14|SUPA101|126
20110414-0023879|0023879|2011-04-14|PURA100|13
20110414-0023879|0023879|2011-04-14|PURA200|9
20110414-0023879|0023879|2011-04-14|SUPA102|9
20110414-0024041|0024041|2011-04-14|PURA100|46
20110414-0024093|0024093|2011-04-14|PURA500|63
20110414-0024093|0024093|2011-04-14|SUPA105|53
20110414-0024111|0024111|2011-04-14|PURA500|208
20110415-0023698|0023698|2011-04-15|DETA100|64
20110415-0023698|0023698|2011-04-15|PURA100|105
20110415-0023698|0023698|2011-04-15|SUPA101|95
20110415-0024003|0024003|2011-04-15|DETA200|69
20110416-0023824|0023824|2011-04-16|DETA800|79
20110416-0023824|0023824|2011-04-16|SUPA101|124
20110416-0023824|0023824|2011-04-16|SUPA102|84
20110416-0023990|0023990|2011-04-16|PURA250|90
20110417-0023524|0023524|2011-04-17|PURA500|122
20110417-0023524|0023524|2011-04-17|SUPA101|113
20110417-0023748|0023748|2011-04-17|PURA500|30
20110417-0023883|0023883|2011-04-17|PURA250|8
20110417-0023953|0023953|2011-04-17|DETA200|180
20110417-0023953|0023953|2011-04-17|PURA250|165
20110417-0024068|0024068|2011-04-17|PURA250|214
20110417-0024068|0024068|2011-04-17|SUPA104|219
20110418-0023532|0023532|2011-04-18|PURA250|140
20110418-0023532|0023532|2011-04-18|SUPA104|142
20110418-0023586|0023586|2011-04-18|PURA500|192
20110418-0023586|0023586|2011-04-18|SUPA101|191
20110418-0023610|0023610|2011-04-18|DETA200|163
20110418-0023610|0023610|2011-04-18|PURA500|148
20110418-0023848|0023848|2011-04-18|DETA100|67
20110418-0023848|0023848|2011-04-18|PURA500|70
20110418-0024044|0024044|2011-04-18|DETA100|60
20110418-0024044|0024044|2011-04-18|SUPA101|84
20110418-0024044|0024044|2011-04-18|SUPA102|65
20110418-0024083|0024083|2011-04-18|DETA800|126
20110418-0024083|0024083|2011-04-18|PURA250|132
20110418-0024083|0024083|2011-04-18|SUPA101|144
20110418-0024131|0024131|2011-04-18|DETA100|179
20110418-0024131|0024131|2011-04-18|SUPA101|226
20110420-0023680|0023680|2011-04-20|DETA200|151
20110420-0023680|0023680|2011-04-20|SUPA101|136
20110420-0023687|0023687|2011-04-20|PURA500|254
20110420-0023953|0023953|2011-04-20|PURA100|211
20110420-0024044|0024044|2011-04-20|DETA200|85
20110421-0023403|0023403|2011-04-21|DETA800|47
20110421-0023546|0023546|2011-04-21|DETA100|94
20110421-0023546|0023546|2011-04-21|PURA500|131
20110421-0023546|0023546|2011-04-21|SUPA104|111
20110421-0023610|0023610|2011-04-21|DETA200|152
20110421-0023610|0023610|2011-04-21|SUPA101|170
20110421-0023610|0023610|2011-04-21|SUPA104|154
20110421-0023815|0023815|2011-04-21|PURA100|78
20110421-0023815|0023815|2011-04-21|SUPA101|77
20110422-0023414|0023414|2011-04-22|SUPA102|95
20110422-0023550|0023550|2011-04-22|DETA100|142
20110422-0023550|0023550|2011-04-22|PURA100|149
20110422-0023550|0023550|2011-04-22|SUPA103|108
20110422-0023555|0023555|2011-04-22|PURA250|118
20110422-0023555|0023555|2011-04-22|PURA500|151
20110422-0023555|0023555|2011-04-22|SUPA101|133
20110422-0023572|0023572|2011-04-22|PURA500|83
20110422-0023572|0023572|2011-04-22|SUPA101|78
20110422-0023572|0023572|2011-04-22|SUPA102|70
20110422-0023896|0023896|2011-04-22|DETA100|4
20110422-0023896|0023896|2011-04-22|SUPA101|4
20110422-0023896|0023896|2011-04-22|SUPA105|3
20110422-0024013|0024013|2011-04-22|PURA250|78
20110423-0023403|0023403|2011-04-23|DETA100|47
20110423-0023403|0023403|2011-04-23|SUPA101|46
20110423-0023403|0023403|2011-04-23|SUPA102|30
20110423-0023586|0023586|2011-04-23|DETA200|199
20110423-0023586|0023586|2011-04-23|PURA200|189
20110423-0023922|0023922|2011-04-23|SUPA101|196
20110423-0023922|0023922|2011-04-23|SUPA102|151
20110423-0024131|0024131|2011-04-23|PURA100|262
20110423-0024251|0024251|2011-04-23|PURA100|21
20110423-0024253|0024253|2011-04-23|PURA100|84
20110424-0023402|0023402|2011-04-24|PURA500|81
20110424-0023402|0023402|2011-04-24|SUPA101|76
20110424-0023402|0023402|2011-04-24|SUPA102|74
20110424-0023431|0023431|2011-04-24|PURA500|8
20110424-0023431|0023431|2011-04-24|SUPA103|8
20110424-0023610|0023610|2011-04-24|DETA200|132
20110424-0023610|0023610|2011-04-24|PURA200|158
20110424-0023610|0023610|2011-04-24|PURA500|187
20110424-0023710|0023710|2011-04-24|SUPA101|12
20110424-0023991|0023991|2011-04-24|PURA500|70
20110425-0023509|0023509|2011-04-25|DETA200|192
20110425-0023509|0023509|2011-04-25|SUPA101|241
20110425-0023610|0023610|2011-04-25|PURA500|127
20110425-0023610|0023610|2011-04-25|SUPA104|124
20110425-0023610|0023610|2011-04-25|SUPA105|126
20110425-0023962|0023962|2011-04-25|DETA100|19
20110425-0023962|0023962|2011-04-25|PURA250|20
20110425-0023990|0023990|2011-04-25|PURA500|90
20110426-0023631|0023631|2011-04-26|PURA500|71
20110426-0023720|0023720|2011-04-26|DETA200|61
20110426-0023720|0023720|2011-04-26|SUPA101|70
20110426-0023720|0023720|2011-04-26|SUPA104|63
20110426-0023723|0023723|2011-04-26|PURA100|11
20110426-0023723|0023723|2011-04-26|SUPA105|11
20110426-0024003|0024003|2011-04-26|DETA200|57
20110427-0023356|0023356|2011-04-27|PURA100|103
20110427-0023488|0023488|2011-04-27|PURA500|173
20110427-0023610|0023610|2011-04-27|PURA100|164
20110427-0023610|0023610|2011-04-27|PURA200|137
20110427-0023734|0023734|2011-04-27|PURA100|93
20110427-0023931|0023931|2011-04-27|PURA250|156
20110427-0023931|0023931|2011-04-27|SUPA104|153
20110428-0023296|0023296|2011-04-28|PURA200|41
20110428-0023296|0023296|2011-04-28|SUPA102|37
20110428-0023449|0023449|2011-04-28|DETA100|51
20110428-0023449|0023449|2011-04-28|SUPA105|45
20110428-0023577|0023577|2011-04-28|PURA250|56
20110428-0023577|0023577|2011-04-28|SUPA104|65
20110428-0023805|0023805|2011-04-28|DETA200|130
20110428-0023805|0023805|2011-04-28|PURA250|157
20110428-0023805|0023805|2011-04-28|SUPA103|146
20110429-0023622|0023622|2011-04-29|SUPA102|38
20110429-0023622|0023622|2011-04-29|SUPA105|38
20110430-0023382|0023382|2011-04-30|PURA500|17
20110430-0023459|0023459|2011-04-30|PURA500|156
20110430-0023559|0023559|2011-04-30|PURA100|91
20110430-0023559|0023559|2011-04-30|SUPA101|85
20110430-0023586|0023586|2011-04-30|PURA100|177
20110430-0023586|0023586|2011-04-30|PURA500|204
20110430-0023586|0023586|2011-04-30|SUPA101|183
20110430-0023789|0023789|2011-04-30|DETA200|53
20110430-0023789|0023789|2011-04-30|PURA100|50
20110430-0023789|0023789|2011-04-30|SUPA104|49
20110430-0023835|0023835|2011-04-30|PURA100|146
20110430-0023835|0023835|2011-04-30|PURA500|121
20110430-0023835|0023835|2011-04-30|SUPA101|132
20110430-0023977|0023977|2011-04-30|PURA100|171
20110430-0023977|0023977|2011-04-30|PURA200|173
20110501-0023351|0023351|2011-05-01|PURA500|152
20110501-0023351|0023351|2011-05-01|SUPA105|126
20110501-0023380|0023380|2011-05-01|PURA200|103
20110501-0023380|0023380|2011-05-01|SUPA101|98
20110501-0023380|0023380|2011-05-01|SUPA104|99
20110501-0023403|0023403|2011-05-01|PURA200|52
20110501-0023403|0023403|2011-05-01|SUPA103|42
20110501-0023438|0023438|2011-05-01|DETA200|98
20110501-0023438|0023438|2011-05-01|PURA200|116
20110501-0023438|0023438|2011-05-01|PURA500|95
20110501-0023449|0023449|2011-05-01|SUPA101|59
20110501-0023710|0023710|2011-05-01|PURA200|10
20110501-0023710|0023710|2011-05-01|PURA500|11
20110501-0023735|0023735|2011-05-01|SUPA103|71
20110501-0024093|0024093|2011-05-01|PURA100|65
20110501-0024093|0024093|2011-05-01|PURA500|70
20110502-0023546|0023546|2011-05-02|DETA200|114
20110502-0023546|0023546|2011-05-02|PURA500|106
20110502-0023550|0023550|2011-05-02|DETA200|120
20110502-0023550|0023550|2011-05-02|PURA100|135
20110502-0023550|0023550|2011-05-02|SUPA101|129
20110502-0023555|0023555|2011-05-02|PURA100|115
20110502-0023555|0023555|2011-05-02|SUPA102|78
20110502-0023721|0023721|2011-05-02|DETA100|188
20110502-0023721|0023721|2011-05-02|DETA200|209
20110502-0023721|0023721|2011-05-02|DETA800|180
20110503-0023555|0023555|2011-05-03|PURA100|147
20110503-0023555|0023555|2011-05-03|SUPA101|133
20110503-0023719|0023719|2011-05-03|PURA100|226
20110503-0024080|0024080|2011-05-03|PURA500|52
20110503-0024168|0024168|2011-05-03|PURA100|122
20110503-0024168|0024168|2011-05-03|SUPA101|103
20110503-0024168|0024168|2011-05-03|SUPA105|84
20110504-0023583|0023583|2011-05-04|DETA800|45
20110504-0023583|0023583|2011-05-04|SUPA104|44
20110505-0023763|0023763|2011-05-05|SUPA101|8
20110505-0023763|0023763|2011-05-05|SUPA103|8
20110505-0024119|0024119|2011-05-05|PURA250|224
20110505-0024119|0024119|2011-05-05|SUPA101|234
